start	end	paragNum	speaker	pconfid	wordPos	paragWordPos	paragFirstWordCount	paragLastWordCount
5702074	5735610	142	B	0.99914	10514	100	10415	10514
5738830	5774502	143	B	0.99999	10597	83	10515	10597
5774566	5782460	144	C	1.0	10616	19	10598	10616
5785010	5828170	145	C	0.99643	10707	91	10617	10707
5829790	5863986	146	A	0.99	10775	68	10708	10775
5864018	5882026	147	B	0.9732	10822	47	10776	10822
5882208	5913890	148	B	0.89	10880	58	10823	10880
5915450	5940640	149	A	0.75	10928	48	10881	10928
5943490	5987406	150	B	0.9999	11016	88	10929	11016
5987428	6015350	151	A	0.99987	11086	70	11017	11086
6015500	6031930	152	B	0.99982	11133	47	11087	11133
6035550	6076874	153	A	0.98663	11219	86	11134	11219
6076912	6135050	154	B	1.0	11357	138	11220	11357
6139580	6143930	155	A	0.62442	11371	14	11358	11371
6146060	6179670	156	B	0.99987	11459	88	11372	11459
6181560	6220092	157	A	0.99976	11539	80	11460	11539
6220156	6231764	158	B	0.99994	11564	25	11540	11564
6231802	6260284	159	B	0.99754	11624	60	11565	11624
6260322	6279170	160	C	0.98	11670	46	11625	11670
6281860	6290090	161	B	0.99971	11695	25	11671	11695
6290540	6290900	162	C	0.98638	11696	1	11696	11696
